"Origin.Code","Destination.Code","Dep.Time","Arr.Time","Flight","Airline.Code","Alliance","Origin.Country","Destination.Country","Day.of.Week","Block.Mins","Seats"
"BOO","TOS",2025,2115,4576,"SK","Star Alliance","Norway","Norway","Monday",50,120
"BOO","TOS",2025,2115,4576,"SK","Star Alliance","Norway","Norway","Tuesday",50,120
"BOO","TOS",2025,2115,4576,"SK","Star Alliance","Norway","Norway","Wednesday",50,120
"BOO","TOS",2025,2115,4576,"SK","Star Alliance","Norway","Norway","Thursday",50,120
"BOO","TOS",2025,2115,4576,"SK","Star Alliance","Norway","Norway","Friday",50,120
"BOO","TOS",2025,2115,4576,"SK","Star Alliance","Norway","Norway","Sunday",50,141
"BOO","TRD",735,835,4561,"SK","Star Alliance","Norway","Norway","Monday",60,120
"BOO","TRD",735,835,4561,"SK","Star Alliance","Norway","Norway","Tuesday",60,120
"BOO","TRD",735,835,4561,"SK","Star Alliance","Norway","Norway","Wednesday",60,120
"BOO","TRD",735,835,4561,"SK","Star Alliance","Norway","Norway","Thursday",60,120
"BOO","TRD",735,835,4561,"SK","Star Alliance","Norway","Norway","Friday",60,120
"BOO","TRD",1040,1140,4571,"SK","Star Alliance","Norway","Norway","Monday",60,120
"BOO","TRD",1040,1140,4571,"SK","Star Alliance","Norway","Norway","Tuesday",60,120
"BOO","TRD",1040,1140,4571,"SK","Star Alliance","Norway","Norway","Wednesday",60,120
"BOO","TRD",1040,1140,4571,"SK","Star Alliance","Norway","Norway","Thursday",60,120
"BOO","TRD",1040,1140,4571,"SK","Star Alliance","Norway","Norway","Friday",60,120
"BOO","TRD",1225,1325,4573,"SK","Star Alliance","Norway","Norway","Sunday",60,141
"BOO","TRD",1255,1355,4573,"SK","Star Alliance","Norway","Norway","Tuesday",60,120
"BOO","TRD",1255,1355,4573,"SK","Star Alliance","Norway","Norway","Wednesday",60,120
"BOO","TRD",1255,1355,4573,"SK","Star Alliance","Norway","Norway","Thursday",60,120
"BOO","TRD",1255,1355,4573,"SK","Star Alliance","Norway","Norway","Friday",60,120
"BOO","TRD",1455,1555,4577,"SK","Star Alliance","Norway","Norway","Monday",60,141
"BOO","TRD",1455,1555,4577,"SK","Star Alliance","Norway","Norway","Tuesday",60,120
"BOO","TRD",1455,1555,4577,"SK","Star Alliance","Norway","Norway","Wednesday",60,141
"BOO","TRD",1455,1555,4577,"SK","Star Alliance","Norway","Norway","Thursday",60,141
"BOO","TRD",1455,1555,4577,"SK","Star Alliance","Norway","Norway","Friday",60,141
"BOO","TRD",1455,1555,4577,"SK","Star Alliance","Norway","Norway","Sunday",60,141
"BOO","TRD",1740,1840,4581,"SK","Star Alliance","Norway","Norway","Monday",60,120
"BOO","TRD",1740,1840,4581,"SK","Star Alliance","Norway","Norway","Tuesday",60,141
"BOO","TRD",1740,1840,4581,"SK","Star Alliance","Norway","Norway","Wednesday",60,141
"BOO","TRD",1740,1840,4581,"SK","Star Alliance","Norway","Norway","Thursday",60,120
"BOO","TRD",1740,1840,4581,"SK","Star Alliance","Norway","Norway","Friday",60,120
"BOO","TRD",1740,1840,4581,"SK","Star Alliance","Norway","Norway","Sunday",60,141
"BOO","TRD",2055,2155,4587,"SK","Star Alliance","Norway","Norway","Monday",60,120
"BOO","TRD",2055,2155,4587,"SK","Star Alliance","Norway","Norway","Tuesday",60,120
"BOO","TRD",2055,2155,4587,"SK","Star Alliance","Norway","Norway","Wednesday",60,120
"BOO","TRD",2055,2155,4587,"SK","Star Alliance","Norway","Norway","Thursday",60,120
"BOO","TRD",2055,2155,4587,"SK","Star Alliance","Norway","Norway","Friday",60,120
"BOO","TRD",2055,2155,4587,"SK","Star Alliance","Norway","Norway","Sunday",60,141
"BOO","VRY",900,925,1,"LTR","None","Norway","Norway","Monday",25,15
"BOO","VRY",900,925,1,"LTR","None","Norway","Norway","Tuesday",25,15
"BOO","VRY",900,925,1,"LTR","None","Norway","Norway","Wednesday",25,15
"BOO","VRY",900,925,1,"LTR","None","Norway","Norway","Thursday",25,15
"BOO","VRY",900,925,1,"LTR","None","Norway","Norway","Friday",25,15
"BOO","VRY",900,925,1,"LTR","None","Norway","Norway","Saturday",25,15
"BOO","VRY",1630,1655,3,"LTR","None","Norway","Norway","Monday",25,15
"BOO","VRY",1630,1655,3,"LTR","None","Norway","Norway","Tuesday",25,15
"BOO","VRY",1630,1655,3,"LTR","None","Norway","Norway","Wednesday",25,15
"BOO","VRY",1630,1655,3,"LTR","None","Norway","Norway","Thursday",25,15
"BOO","VRY",1630,1655,3,"LTR","None","Norway","Norway","Friday",25,15
"BOO","VRY",1630,1655,3,"LTR","None","Norway","Norway","Sunday",25,15
"BVG","BJF",758,816,970,"WF","None","Norway","Norway","Monday",18,39
"BVG","BJF",758,816,970,"WF","None","Norway","Norway","Tuesday",18,39
"BVG","BJF",758,816,970,"WF","None","Norway","Norway","Wednesday",18,39
"BVG","BJF",758,816,970,"WF","None","Norway","Norway","Thursday",18,39
"BVG","BJF",758,816,970,"WF","None","Norway","Norway","Friday",18,39
"BVG","HFT",2325,5,977,"WF","None","Norway","Norway","Monday",40,39
"BVG","HFT",2325,5,977,"WF","None","Norway","Norway","Tuesday",40,39
"BVG","HFT",2325,5,977,"WF","None","Norway","Norway","Wednesday",40,39
"BVG","HFT",2325,5,977,"WF","None","Norway","Norway","Thursday",40,39
"BVG","HFT",2325,5,977,"WF","None","Norway","Norway","Friday",40,39
"BVG","HFT",2325,5,977,"WF","None","Norway","Norway","Sunday",40,39
"BVG","VDS",1318,1343,974,"WF","None","Norway","Norway","Monday",25,39
"BVG","VDS",1318,1343,974,"WF","None","Norway","Norway","Tuesday",25,39
"BVG","VDS",1318,1343,974,"WF","None","Norway","Norway","Wednesday",25,39
"BVG","VDS",1318,1343,974,"WF","None","Norway","Norway","Thursday",25,39
"BVG","VDS",1318,1343,974,"WF","None","Norway","Norway","Friday",25,39
"EVE","ANX",2245,2310,878,"WF","None","Norway","Norway","Monday",25,39
"EVE","ANX",2245,2310,878,"WF","None","Norway","Norway","Tuesday",25,39
"EVE","ANX",2245,2310,878,"WF","None","Norway","Norway","Wednesday",25,39
"EVE","ANX",2245,2310,878,"WF","None","Norway","Norway","Thursday",25,39
"EVE","ANX",2245,2310,878,"WF","None","Norway","Norway","Friday",25,39
"EVE","ANX",2245,2310,878,"WF","None","Norway","Norway","Sunday",25,39
"EVE","BOO",620,700,871,"WF","None","Norway","Norway","Monday",40,39
"EVE","BOO",620,700,871,"WF","None","Norway","Norway","Tuesday",40,39
"EVE","BOO",620,700,871,"WF","None","Norway","Norway","Wednesday",40,39
"EVE","BOO",620,700,871,"WF","None","Norway","Norway","Thursday",40,39
"EVE","BOO",620,700,871,"WF","None","Norway","Norway","Friday",40,39
"EVE","BOO",1405,1445,875,"WF","None","Norway","Norway","Monday",40,39
"EVE","BOO",1405,1445,875,"WF","None","Norway","Norway","Tuesday",40,39
"EVE","BOO",1405,1445,875,"WF","None","Norway","Norway","Wednesday",40,39
"EVE","BOO",1405,1445,875,"WF","None","Norway","Norway","Thursday",40,50
"EVE","BOO",1405,1445,875,"WF","None","Norway","Norway","Friday",40,50
"EVE","BOO",1405,1445,875,"WF","None","Norway","Norway","Sunday",40,39
"EVE","BOO",1825,1905,877,"WF","None","Norway","Norway","Monday",40,39
"EVE","BOO",1825,1905,877,"WF","None","Norway","Norway","Tuesday",40,39
"EVE","BOO",1825,1905,877,"WF","None","Norway","Norway","Wednesday",40,39
"EVE","BOO",1825,1905,877,"WF","None","Norway","Norway","Thursday",40,39
"EVE","BOO",1825,1905,877,"WF","None","Norway","Norway","Friday",40,39
"EVE","BOO",1825,1905,877,"WF","None","Norway","Norway","Sunday",40,39
"EVE","OSL",630,815,4079,"SK","Star Alliance","Norway","Norway","Monday",105,181
"EVE","OSL",630,815,4079,"SK","Star Alliance","Norway","Norway","Tuesday",105,181
"EVE","OSL",630,815,4079,"SK","Star Alliance","Norway","Norway","Wednesday",105,141
"EVE","OSL",630,815,4079,"SK","Star Alliance","Norway","Norway","Thursday",105,141
"EVE","OSL",630,815,4079,"SK","Star Alliance","Norway","Norway","Friday",105,181
"EVE","OSL",635,820,361,"DY","Low Cost Carriers","Norway","Norway","Monday",105,186
"EVE","OSL",635,820,361,"DY","Low Cost Carriers","Norway","Norway","Tuesday",105,186
"EVE","OSL",635,820,361,"DY","Low Cost Carriers","Norway","Norway","Wednesday",105,186
"EVE","OSL",635,820,361,"DY","Low Cost Carriers","Norway","Norway","Thursday",105,186
"EVE","OSL",635,820,361,"DY","Low Cost Carriers","Norway","Norway","Friday",105,186
"EVE","OSL",635,820,361,"DY","Low Cost Carriers","Norway","Norway","Saturday",105,186
"EVE","OSL",1030,1210,4083,"SK","Star Alliance","Norway","Norway","Sunday",100,181
"EVE","OSL",1040,1220,4083,"SK","Star Alliance","Norway","Norway","Monday",100,141
"EVE","OSL",1040,1220,4083,"SK","Star Alliance","Norway","Norway","Tuesday",100,141
"EVE","OSL",1040,1220,4083,"SK","Star Alliance","Norway","Norway","Wednesday",100,141
"EVE","OSL",1040,1220,4083,"SK","Star Alliance","Norway","Norway","Thursday",100,181
"EVE","OSL",1040,1220,4083,"SK","Star Alliance","Norway","Norway","Friday",100,141
"EVE","OSL",1040,1220,4083,"SK","Star Alliance","Norway","Norway","Saturday",100,141
"EVE","OSL",1105,1250,361,"DY","Low Cost Carriers","Norway","Norway","Sunday",105,186
"EVE","OSL",1105,1250,365,"DY","Low Cost Carriers","Norway","Norway","Monday",105,186
"EVE","OSL",1105,1250,365,"DY","Low Cost Carriers","Norway","Norway","Tuesday",105,186
"EVE","OSL",1105,1250,365,"DY","Low Cost Carriers","Norway","Norway","Wednesday",105,186
"EVE","OSL",1105,1250,365,"DY","Low Cost Carriers","Norway","Norway","Thursday",105,186
"EVE","OSL",1105,1250,365,"DY","Low Cost Carriers","Norway","Norway","Friday",105,186
"EVE","OSL",1105,1250,365,"DY","Low Cost Carriers","Norway","Norway","Saturday",105,186
"EVE","OSL",1230,1415,363,"DY","Low Cost Carriers","Norway","Norway","Friday",105,186
"EVE","OSL",1330,1510,4087,"SK","Star Alliance","Norway","Norway","Sunday",100,120
"EVE","OSL",1405,1550,363,"DY","Low Cost Carriers","Norway","Norway","Sunday",105,186
"EVE","OSL",1545,1730,367,"DY","Low Cost Carriers","Norway","Norway","Monday",105,186
"EVE","OSL",1545,1730,367,"DY","Low Cost Carriers","Norway","Norway","Tuesday",105,186
"EVE","OSL",1545,1730,367,"DY","Low Cost Carriers","Norway","Norway","Wednesday",105,186
"EVE","OSL",1545,1730,367,"DY","Low Cost Carriers","Norway","Norway","Thursday",105,186
"EVE","OSL",1545,1730,367,"DY","Low Cost Carriers","Norway","Norway","Friday",105,186
"EVE","OSL",1545,1730,367,"DY","Low Cost Carriers","Norway","Norway","Sunday",105,186
"EVE","OSL",1755,1935,4095,"SK","Star Alliance","Norway","Norway","Monday",100,181
"EVE","OSL",1755,1935,4095,"SK","Star Alliance","Norway","Norway","Tuesday",100,141
"EVE","OSL",1755,1935,4095,"SK","Star Alliance","Norway","Norway","Wednesday",100,141
"EVE","OSL",1755,1935,4095,"SK","Star Alliance","Norway","Norway","Thursday",100,181
"EVE","OSL",1755,1935,4095,"SK","Star Alliance","Norway","Norway","Friday",100,181
"EVE","OSL",1755,1935,4095,"SK","Star Alliance","Norway","Norway","Sunday",100,181
"EVE","OSL",2005,2150,369,"DY","Low Cost Carriers","Norway","Norway","Monday",105,186
"EVE","OSL",2005,2150,369,"DY","Low Cost Carriers","Norway","Norway","Tuesday",105,186
"EVE","OSL",2005,2150,369,"DY","Low Cost Carriers","Norway","Norway","Wednesday",105,186
"EVE","OSL",2005,2150,369,"DY","Low Cost Carriers","Norway","Norway","Thursday",105,186
"EVE","OSL",2005,2150,369,"DY","Low Cost Carriers","Norway","Norway","Friday",105,186
"EVE","OSL",2005,2150,369,"DY","Low Cost Carriers","Norway","Norway","Sunday",105,186
"EVE","TOS",835,910,870,"WF","None","Norway","Norway","Monday",35,39
"EVE","TOS",835,910,870,"WF","None","Norway","Norway","Tuesday",35,39
"EVE","TOS",835,910,870,"WF","None","Norway","Norway","Wednesday",35,39
"EVE","TOS",835,910,870,"WF","None","Norway","Norway","Thursday",35,39
"EVE","TOS",835,910,870,"WF","None","Norway","Norway","Friday",35,39
"EVE","TOS",1245,1320,872,"WF","None","Norway","Norway","Saturday",35,39
"EVE","TOS",1600,1635,876,"WF","None","Norway","Norway","Monday",35,39
"EVE","TOS",1600,1635,876,"WF","None","Norway","Norway","Tuesday",35,39
"EVE","TOS",1600,1635,876,"WF","None","Norway","Norway","Wednesday",35,39
"EVE","TOS",1600,1635,876,"WF","None","Norway","Norway","Thursday",35,50
"EVE","TOS",1600,1635,876,"WF","None","Norway","Norway","Friday",35,50
"EVE","TOS",1600,1635,876,"WF","None","Norway","Norway","Sunday",35,39
"EVE","TRD",1345,1505,665,"WF","None","Norway","Norway","Monday",80,78
"EVE","TRD",1345,1505,665,"WF","None","Norway","Norway","Tuesday",80,78
"EVE","TRD",1345,1505,665,"WF","None","Norway","Norway","Wednesday",80,78
"EVE","TRD",1345,1505,665,"WF","None","Norway","Norway","Thursday",80,78
"EVE","TRD",1345,1505,665,"WF","None","Norway","Norway","Friday",80,78
"EVE","TRD",1345,1505,665,"WF","None","Norway","Norway","Sunday",80,78
"EVE","TRD",1350,1510,483,"WF","None","Norway","Norway","Saturday",80,78
"FDE","BGO",935,1005,102,"WF","None","Norway","Norway","Monday",30,39
"FDE","BGO",935,1005,102,"WF","None","Norway","Norway","Tuesday",30,39
"FDE","BGO",935,1005,102,"WF","None","Norway","Norway","Wednesday",30,39
"FDE","BGO",935,1005,102,"WF","None","Norway","Norway","Thursday",30,39
"FDE","BGO",935,1005,102,"WF","None","Norway","Norway","Friday",30,39
"FDE","BGO",1900,1930,193,"WF","None","Norway","Norway","Monday",30,39
"FDE","BGO",1900,1930,193,"WF","None","Norway","Norway","Tuesday",30,39
"FDE","BGO",1900,1930,193,"WF","None","Norway","Norway","Wednesday",30,39
"FDE","BGO",1900,1930,193,"WF","None","Norway","Norway","Thursday",30,39
"FDE","BGO",1900,1930,193,"WF","None","Norway","Norway","Friday",30,39
"FDE","BGO",1900,1930,193,"WF","None","Norway","Norway","Sunday",30,39
"FDE","OSL",630,730,186,"WF","None","Norway","Norway","Monday",60,39
"FDE","OSL",630,730,186,"WF","None","Norway","Norway","Tuesday",60,39
"FDE","OSL",630,730,186,"WF","None","Norway","Norway","Wednesday",60,39
"FDE","OSL",630,730,186,"WF","None","Norway","Norway","Thursday",60,39
"FDE","OSL",630,730,186,"WF","None","Norway","Norway","Friday",60,39
"FDE","OSL",910,1010,188,"WF","None","Norway","Norway","Monday",60,39
"FDE","OSL",910,1010,188,"WF","None","Norway","Norway","Tuesday",60,39
"FDE","OSL",910,1010,188,"WF","None","Norway","Norway","Wednesday",60,39
"FDE","OSL",910,1010,188,"WF","None","Norway","Norway","Thursday",60,39
"FDE","OSL",910,1010,188,"WF","None","Norway","Norway","Friday",60,39
"FDE","OSL",910,1010,188,"WF","None","Norway","Norway","Saturday",60,39
"FDE","OSL",1310,1410,192,"WF","None","Norway","Norway","Monday",60,39
"FDE","OSL",1310,1410,192,"WF","None","Norway","Norway","Tuesday",60,39
"FDE","OSL",1310,1410,192,"WF","None","Norway","Norway","Wednesday",60,39
"FDE","OSL",1310,1410,192,"WF","None","Norway","Norway","Thursday",60,39
"FDE","OSL",1310,1410,192,"WF","None","Norway","Norway","Friday",60,39
"FDE","OSL",1310,1410,192,"WF","None","Norway","Norway","Saturday",60,39
"FDE","OSL",1310,1410,192,"WF","None","Norway","Norway","Sunday",60,39
"FDE","OSL",1700,1800,194,"WF","None","Norway","Norway","Monday",60,39
"FDE","OSL",1700,1800,194,"WF","None","Norway","Norway","Tuesday",60,39
"FDE","OSL",1700,1800,194,"WF","None","Norway","Norway","Wednesday",60,39
"FDE","OSL",1700,1800,194,"WF","None","Norway","Norway","Thursday",60,39
"FDE","OSL",1700,1800,194,"WF","None","Norway","Norway","Friday",60,39
"FDE","OSL",1700,1800,194,"WF","None","Norway","Norway","Sunday",60,39
"FDE","OSL",2045,2145,196,"WF","None","Norway","Norway","Monday",60,39
"FDE","OSL",2045,2145,196,"WF","None","Norway","Norway","Tuesday",60,39
"FDE","OSL",2045,2145,196,"WF","None","Norway","Norway","Wednesday",60,39
"FDE","OSL",2045,2145,196,"WF","None","Norway","Norway","Thursday",60,39
"FDE","OSL",2045,2145,196,"WF","None","Norway","Norway","Friday",60,39
"FDE","OSL",2045,2145,196,"WF","None","Norway","Norway","Sunday",60,39
"FRO","BGO",745,820,165,"WF","None","Norway","Norway","Monday",35,39
"FRO","BGO",745,820,165,"WF","None","Norway","Norway","Tuesday",35,39
"FRO","BGO",745,820,165,"WF","None","Norway","Norway","Wednesday",35,39
"FRO","BGO",745,820,165,"WF","None","Norway","Norway","Thursday",35,39
"FRO","BGO",745,820,165,"WF","None","Norway","Norway","Friday",35,39
"FRO","BGO",1155,1230,105,"WF","None","Norway","Norway","Monday",35,39
"FRO","BGO",1155,1230,105,"WF","None","Norway","Norway","Tuesday",35,39
"FRO","BGO",1155,1230,105,"WF","None","Norway","Norway","Wednesday",35,39
"FRO","BGO",1155,1230,105,"WF","None","Norway","Norway","Thursday",35,39
"FRO","BGO",1155,1230,105,"WF","None","Norway","Norway","Friday",35,39
"FRO","BGO",1420,1455,107,"WF","None","Norway","Norway","Monday",35,39
"FRO","BGO",1420,1455,107,"WF","None","Norway","Norway","Tuesday",35,39
"FRO","BGO",1420,1455,107,"WF","None","Norway","Norway","Wednesday",35,39
"FRO","BGO",1420,1455,107,"WF","None","Norway","Norway","Thursday",35,39
"FRO","BGO",1420,1455,107,"WF","None","Norway","Norway","Friday",35,39
"FRO","BGO",1420,1455,107,"WF","None","Norway","Norway","Saturday",35,39
"FRO","BGO",1605,1640,109,"WF","None","Norway","Norway","Monday",35,39
"FRO","BGO",1605,1640,109,"WF","None","Norway","Norway","Tuesday",35,39
"FRO","BGO",1605,1640,109,"WF","None","Norway","Norway","Wednesday",35,39
"FRO","BGO",1605,1640,109,"WF","None","Norway","Norway","Thursday",35,39
"FRO","BGO",1605,1640,109,"WF","None","Norway","Norway","Friday",35,39
"FRO","BGO",1605,1640,109,"WF","None","Norway","Norway","Sunday",35,50
"FRO","BGO",1935,2010,111,"WF","None","Norway","Norway","Monday",35,39
"FRO","BGO",1935,2010,111,"WF","None","Norway","Norway","Tuesday",35,39
"FRO","BGO",1935,2010,111,"WF","None","Norway","Norway","Wednesday",35,39
"FRO","BGO",1935,2010,111,"WF","None","Norway","Norway","Thursday",35,39
"FRO","BGO",1935,2010,111,"WF","None","Norway","Norway","Friday",35,39
"FRO","BGO",1935,2010,111,"WF","None","Norway","Norway","Sunday",35,39
"FRO","FDE",900,920,102,"WF","None","Norway","Norway","Monday",20,39
"FRO","FDE",900,920,102,"WF","None","Norway","Norway","Tuesday",20,39
"FRO","FDE",900,920,102,"WF","None","Norway","Norway","Wednesday",20,39
"FRO","FDE",900,920,102,"WF","None","Norway","Norway","Thursday",20,39
"FRO","FDE",900,920,102,"WF","None","Norway","Norway","Friday",20,39
"FRO","OSL",620,725,123,"WF","None","Norway","Norway","Monday",65,50
"FRO","OSL",620,725,123,"WF","None","Norway","Norway","Tuesday",65,39
"FRO","OSL",620,725,123,"WF","None","Norway","Norway","Wednesday",65,50
"FRO","OSL",620,725,123,"WF","None","Norway","Norway","Thursday",65,50
"FRO","OSL",925,1030,125,"WF","None","Norway","Norway","Monday",65,50
"FRO","OSL",925,1030,125,"WF","None","Norway","Norway","Tuesday",65,39
"FRO","OSL",925,1030,125,"WF","None","Norway","Norway","Wednesday",65,39
"FRO","OSL",925,1030,125,"WF","None","Norway","Norway","Thursday",65,39
"FRO","OSL",925,1030,125,"WF","None","Norway","Norway","Friday",65,39
"FRO","OSL",925,1030,125,"WF","None","Norway","Norway","Saturday",65,50
"FRO","OSL",925,1030,125,"WF","None","Norway","Norway","Sunday",65,39
"FRO","OSL",1405,1510,136,"WF","None","Norway","Norway","Monday",65,39
"FRO","OSL",1405,1510,136,"WF","None","Norway","Norway","Tuesday",65,39
"FRO","OSL",1405,1510,136,"WF","None","Norway","Norway","Wednesday",65,39
"FRO","OSL",1405,1510,136,"WF","None","Norway","Norway","Thursday",65,39
"FRO","OSL",1405,1510,136,"WF","None","Norway","Norway","Sunday",65,39
"FRO","OSL",1840,1945,127,"WF","None","Norway","Norway","Monday",65,39
"FRO","OSL",1840,1945,127,"WF","None","Norway","Norway","Tuesday",65,50
"FRO","OSL",1840,1945,127,"WF","None","Norway","Norway","Wednesday",65,50
"FRO","OSL",1840,1945,127,"WF","None","Norway","Norway","Thursday",65,39
"FRO","OSL",1840,1945,127,"WF","None","Norway","Norway","Friday",65,50
"FRO","OSL",1840,1945,127,"WF","None","Norway","Norway","Sunday",65,50
"HAA","HFT",835,855,990,"WF","None","Norway","Norway","Monday",20,39
"HAA","HFT",835,855,990,"WF","None","Norway","Norway","Tuesday",20,39
"HAA","HFT",835,855,990,"WF","None","Norway","Norway","Wednesday",20,39
"HAA","HFT",835,855,990,"WF","None","Norway","Norway","Thursday",20,39
"HAA","HFT",835,855,990,"WF","None","Norway","Norway","Friday",20,39
"HAA","HFT",2155,2215,978,"WF","None","Norway","Norway","Monday",20,39
"HAA","HFT",2155,2215,978,"WF","None","Norway","Norway","Tuesday",20,39
"HAA","HFT",2155,2215,978,"WF","None","Norway","Norway","Wednesday",20,39
"HAA","HFT",2155,2215,978,"WF","None","Norway","Norway","Thursday",20,39
"HAA","HFT",2155,2215,978,"WF","None","Norway","Norway","Friday",20,39
"HAA","HFT",2155,2215,978,"WF","None","Norway","Norway","Sunday",20,39
"HAA","TOS",1600,1635,994,"WF","None","Norway","Norway","Monday",35,39
"HAA","TOS",1600,1635,994,"WF","None","Norway","Norway","Tuesday",35,39
"HAA","TOS",1600,1635,994,"WF","None","Norway","Norway","Wednesday",35,39
"HAA","TOS",1600,1635,994,"WF","None","Norway","Norway","Thursday",35,39
"HAA","TOS",1600,1635,994,"WF","None","Norway","Norway","Friday",35,39
"HAA","TOS",1600,1635,994,"WF","None","Norway","Norway","Sunday",35,39
"HAU","OSL",615,705,305,"SK","Star Alliance","Norway","Norway","Monday",50,141
"HAU","OSL",615,705,305,"SK","Star Alliance","Norway","Norway","Wednesday",50,141
"HAU","OSL",615,705,305,"SK","Star Alliance","Norway","Norway","Thursday",50,181
"HAU","OSL",615,705,305,"SK","Star Alliance","Norway","Norway","Friday",50,141
"HAU","OSL",700,755,181,"DY","Low Cost Carriers","Norway","Norway","Monday",55,186
"HAU","OSL",700,755,181,"DY","Low Cost Carriers","Norway","Norway","Tuesday",55,186
"HAU","OSL",700,755,181,"DY","Low Cost Carriers","Norway","Norway","Wednesday",55,186
"HAU","OSL",700,755,181,"DY","Low Cost Carriers","Norway","Norway","Thursday",55,186
"HAU","OSL",700,755,181,"DY","Low Cost Carriers","Norway","Norway","Friday",55,186
"HAU","OSL",720,810,309,"SK","Star Alliance","Norway","Norway","Monday",50,141
"HAU","OSL",720,810,309,"SK","Star Alliance","Norway","Norway","Tuesday",50,141
"HAU","OSL",720,810,309,"SK","Star Alliance","Norway","Norway","Wednesday",50,181
"HAU","OSL",720,810,309,"SK","Star Alliance","Norway","Norway","Thursday",50,181
"HAU","OSL",720,810,309,"SK","Star Alliance","Norway","Norway","Friday",50,181
"HAU","OSL",720,810,309,"SK","Star Alliance","Norway","Norway","Saturday",50,141
"HAU","OSL",925,1015,311,"SK","Star Alliance","Norway","Norway","Sunday",50,141
"HAU","OSL",940,1030,311,"SK","Star Alliance","Norway","Norway","Monday",50,141
"HAU","OSL",940,1030,311,"SK","Star Alliance","Norway","Norway","Tuesday",50,141
"HAU","OSL",940,1030,311,"SK","Star Alliance","Norway","Norway","Wednesday",50,141
"HAU","OSL",940,1030,311,"SK","Star Alliance","Norway","Norway","Thursday",50,141
"HAU","OSL",940,1030,311,"SK","Star Alliance","Norway","Norway","Friday",50,181
"HAU","OSL",940,1035,183,"DY","Low Cost Carriers","Norway","Norway","Monday",55,186
"HAU","OSL",940,1035,183,"DY","Low Cost Carriers","Norway","Norway","Tuesday",55,186
"HAU","OSL",940,1035,183,"DY","Low Cost Carriers","Norway","Norway","Wednesday",55,186
"HAU","OSL",940,1035,183,"DY","Low Cost Carriers","Norway","Norway","Thursday",55,186
"HAU","OSL",940,1035,183,"DY","Low Cost Carriers","Norway","Norway","Friday",55,186
"HAU","OSL",1505,1555,315,"SK","Star Alliance","Norway","Norway","Sunday",50,141
"HAU","OSL",1530,1620,315,"SK","Star Alliance","Norway","Norway","Monday",50,141
"HAU","OSL",1530,1620,315,"SK","Star Alliance","Norway","Norway","Tuesday",50,141
"HAU","OSL",1530,1620,315,"SK","Star Alliance","Norway","Norway","Wednesday",50,181
"HAU","OSL",1530,1620,315,"SK","Star Alliance","Norway","Norway","Thursday",50,141
"HAU","OSL",1530,1620,315,"SK","Star Alliance","Norway","Norway","Friday",50,181
"HAU","OSL",1755,1850,191,"DY","Low Cost Carriers","Norway","Norway","Monday",55,186
"HAU","OSL",1755,1850,191,"DY","Low Cost Carriers","Norway","Norway","Tuesday",55,186
"HAU","OSL",1755,1850,191,"DY","Low Cost Carriers","Norway","Norway","Wednesday",55,186
"HAU","OSL",1755,1850,191,"DY","Low Cost Carriers","Norway","Norway","Thursday",55,186
"HAU","OSL",1755,1850,191,"DY","Low Cost Carriers","Norway","Norway","Friday",55,186
"HAU","OSL",1755,1850,191,"DY","Low Cost Carriers","Norway","Norway","Sunday",55,186
"HAU","OSL",1815,1905,319,"SK","Star Alliance","Norway","Norway","Monday",50,141
"HAU","OSL",1815,1905,319,"SK","Star Alliance","Norway","Norway","Tuesday",50,181
"HAU","OSL",1815,1905,319,"SK","Star Alliance","Norway","Norway","Wednesday",50,141
"HAU","OSL",1815,1905,319,"SK","Star Alliance","Norway","Norway","Thursday",50,141
"HAU","OSL",1815,1905,319,"SK","Star Alliance","Norway","Norway","Friday",50,141
"HAU","OSL",1820,1910,319,"SK","Star Alliance","Norway","Norway","Sunday",50,141
"HAU","OSL",2035,2130,195,"DY","Low Cost Carriers","Norway","Norway","Sunday",55,186
"HFT","ALF",2328,2351,984,"WF","None","Norway","Norway","Friday",23,39
"HFT","ALF",2328,2351,984,"WF","None","Norway","Norway","Sunday",23,39
"HFT","BVG",703,743,970,"WF","None","Norway","Norway","Monday",40,39
"HFT","BVG",703,743,970,"WF","None","Norway","Norway","Tuesday",40,39
"HFT","BVG",703,743,970,"WF","None","Norway","Norway","Wednesday",40,39
"HFT","BVG",703,743,970,"WF","None","Norway","Norway","Thursday",40,39
"HFT","BVG",703,743,970,"WF","None","Norway","Norway","Friday",40,39
"HFT","HAA",1523,1543,994,"WF","None","Norway","Norway","Monday",20,39
"HFT","HAA",1523,1543,994,"WF","None","Norway","Norway","Tuesday",20,39
"HFT","HAA",1523,1543,994,"WF","None","Norway","Norway","Wednesday",20,39
"HFT","HAA",1523,1543,994,"WF","None","Norway","Norway","Thursday",20,39
"HFT","HAA",1523,1543,994,"WF","None","Norway","Norway","Friday",20,39
"HFT","HAA",1523,1543,994,"WF","None","Norway","Norway","Sunday",20,39
"HFT","HVG",1118,1143,992,"WF","None","Norway","Norway","Monday",25,39
"HFT","HVG",1118,1143,992,"WF","None","Norway","Norway","Tuesday",25,39
"HFT","HVG",1118,1143,992,"WF","None","Norway","Norway","Wednesday",25,39
"HFT","HVG",1118,1143,992,"WF","None","Norway","Norway","Thursday",25,39
"HFT","HVG",1118,1143,992,"WF","None","Norway","Norway","Friday",25,39
