year,id18,municip_name,population,totalarea,income_med_adj,pct_expense,sent_index,gasoline,diesel,el,hybrid,plugin,total,pct_elcar,zone
2012,municip1511,Vanylven,3388,385,690,3.595828838547285,551,1017,870,0,5,0,1892,0,above60
2012,municip1514,Sande,2588,93,643,2.4074074074074074,572,711,547,0,8,0,1266,0,above60
2012,municip1515,Herøy,8727,120,761,1.2985139229548406,679,2582,2007,2,21,0,4612,0.04336513443191674,above60
2012,municip1516,Ulstein,7828,97,749,3.4087184529662404,732,2058,1569,7,32,2,3668,0.19083969465648856,above60
2012,municip1517,Hareid,5000,82,694,2.8349222277972905,698,1543,967,0,20,1,2531,0,above60
2012,municip1519,Volda,8693,548,653,3.792215226101889,727,2470,1747,4,22,0,4243,0.09427292010370021,above60
2012,municip1520,Ørsta,10398,805,710,3.6094961240310077,725,3335,2282,2,19,1,5639,0.03546728143287817,above60
2012,municip1523,Ørskog,2202,132,713,0.94972067039106145,700,653,504,0,4,0,1161,0,above60
2012,municip1524,Norddal,1738,944,657,4.102564102564102,546,493,407,0,1,0,901,0,above60
2012,municip1525,Stranda,4602,866,676,1.4365522745411015,629,1272,1014,0,9,0,2295,0,above60
2012,municip1526,Stordal,1026,247,652,0,620,319,200,0,1,0,520,0,above60
2012,municip1528,Sykkylven,7664,338,718,5.861839920292262,692,2346,1464,27,8,0,3845,0.7022106631989596,above60
2012,municip1529,Skodje,4184,120,792,1.055572803477181,722,1175,980,1,8,0,2164,0.04621072088724584,above60
2012,municip1531,Sula,8256,59,735,1.6172083529596484,743,2359,1661,4,8,0,4032,0.0992063492063492,above60
2012,municip1532,Giske,7312,40,786,0.7517451226060498,720,1958,1453,5,16,1,3433,0.14564520827264782,above60
2012,municip1534,Haram,8973,261,713,2.6139222812412637,653,2674,1886,2,16,0,4578,0.043687199650502405,above60
2012,municip1535,Vestnes,6539,352,641,2.2986357690151373,653,1958,1327,0,3,0,3288,0,above60
2012,municip1539,Rauma,7428,1502,665,2.249832102081934,629,2091,1784,3,10,0,3888,0.07716049382716049,above60
2012,municip1543,Nesset,3004,1046,691,1.4291547570436913,557,818,833,0,4,0,1655,0,above60
2012,municip1545,Midsund,1988,95,698,6.94980694980695,573,616,408,0,1,0,1025,0,above60
2012,municip1546,Sandøy,1315,20,730,0,466,327,242,0,4,0,573,0,above60
2012,municip1547,Aukra,3289,59,755,4.142243063696757,623,1153,763,4,14,1,1935,0.20671834625322996,above60
2012,municip1548,Fræna,9484,370,726,6.776043750833667,666,2798,2340,5,16,0,5159,0.09691800736576855,above60
2012,municip1551,Eide,3442,152,693,7.453183520599251,638,992,938,4,2,0,1936,0.2066115702479339,above60
2012,municip1554,Averøy,5593,176,730,7.465707218349449,632,1445,1318,87,9,0,2859,3.04302203567681,above60
2012,municip1557,Gjemnes,2579,382,719,4.37956204379562,595,731,655,1,5,0,1392,0.07183908045977011,above60
2012,municip1560,Tingvoll,3101,337,605,6.758349705304519,584,885,729,5,3,0,1622,0.3082614056720099,above60
2012,municip1563,Sunndal,7196,1713,630,0.7039892725444183,645,2443,1435,6,4,0,3888,0.15432098765432098,above60
2012,municip1566,Surnadal,5952,1365,635,2.784757118927973,615,2051,1324,3,8,0,3386,0.08860011813349085,above60
2012,municip1571,Halsa,1641,301,590,2.816901408450704,510,506,373,2,4,0,885,0.22598870056497175,above60
2012,municip1573,Smøla,2182,282,608,1.5066964285714286,465,608,443,1,1,1,1054,0.09487666034155598,above60
2012,municip1576,Aure,3511,644,607,4.457498272287491,513,977,891,2,6,0,1876,0.10660980810234541,above60
2012,municip1804,Bodø,48422,1392,686,1.001548786783686,801,14209,8815,79,157,3,23263,0.3395950651248764,above60
2012,municip1805,Narvik,18473,2023,605,0.2112490097702667,711,4680,4083,9,19,0,8791,0.10237743146399728,above60
2012,municip1811,Bindal,1562,1264,529,1.4820592823712948,429,335,416,1,1,0,753,0.13280212483399734,above60
2012,municip1812,Sømna,2038,195,608,0,510,590,595,0,2,1,1188,0,above60
2012,municip1813,Brønnøy,7778,1047,635,0.47162140185396,621,1905,1650,1,12,0,3568,0.028026905829596414,above60
2012,municip1815,Vega,1256,163,581,1.5625,413,278,242,0,1,0,521,0,above60
2012,municip1816,Vevelstad,511,539,537,5.5155875299760195,381,134,86,0,1,0,221,0,above60
2012,municip1818,Herøy,1711,65,536,1.7894012388162424,490,488,255,0,2,0,745,0,above60
2012,municip1820,Alstahaug,7372,187,668,0.786874267537251,668,2000,1374,1,10,0,3385,0.029542097488921712,above60
2012,municip1822,Leirfjord,2107,465,634,0.7536231884057971,568,631,449,0,0,0,1080,0,above60
2012,municip1824,Vefsn,13258,1929,623,0.20455602045560203,704,4014,2925,1,16,0,6956,0.01437607820586544,above60
2012,municip1825,Grane,1455,2004,590,0,496,364,408,0,0,0,772,0,above60
2012,municip1826,Hattfjelldal,1456,2684,567,0,456,395,348,0,0,0,743,0,above60
2012,municip1827,Dønna,1433,194,552,4.370629370629371,430,406,271,0,1,0,678,0,above60
2012,municip1828,Nesna,1813,183,500,1.6458196181698486,520,353,374,0,5,0,732,0,above60
2012,municip1832,Hemnes,4585,1589,593,0,575,1260,1090,0,5,0,2355,0,above60
2012,municip1833,Rana,25652,4461,655,0.11711316059142146,714,7085,5887,2,47,0,13021,0.01535980339451655,above60
2012,municip1834,Lurøy,1937,265,578,0.8962868117797695,368,377,279,0,0,0,656,0,above60
2012,municip1835,Træna,497,16,589,0,350,63,57,0,0,0,120,0,above60
2012,municip1836,Rødøy,1320,711,598,2.665350444225074,355,325,221,0,0,0,546,0,above60
2012,municip1837,Meløy,6657,874,665,0.9444654325651681,495,1755,1331,0,8,0,3094,0,above60
2012,municip1838,Gildeskål,2000,662,612,2.155688622754491,485,520,394,0,0,0,914,0,above60
2012,municip1839,Beiarn,1097,1222,546,0,454,399,200,0,0,0,599,0,above60
2012,municip1840,Saltdal,4710,2216,616,0.6069802731411229,606,1669,856,0,3,0,2528,0,above60
2012,municip1841,Fauske,9513,1210,641,1.8963501753474477,681,3063,1994,0,10,0,5067,0,above60
2012,municip1845,Sørfold,2003,1637,612,0.6781750924784217,563,672,394,0,0,0,1066,0,above60
2012,municip1848,Steigen,2609,1008,580,0.560485754320411,427,840,454,0,4,0,1298,0,above60
2012,municip1849,Hamarøy,1783,1030,563,0.7352941176470589,437,502,359,0,3,0,864,0,above60
2012,municip1850,Tysfjord,1956,1464,545,0.7339449541284404,423,488,344,0,1,0,833,0,above60
2012,municip1851,Lødingen,2179,525,575,0,559,526,441,0,7,0,974,0,above60
2012,municip1852,Tjeldsund,1284,318,633,0,510,370,356,0,2,0,728,0,above60
2012,municip1853,Evenes,1359,252,596,0,545,364,352,0,2,0,718,0,above60
2012,municip1854,Ballangen,2616,931,552,0,523,803,552,0,1,0,1356,0,above60
2012,municip1856,Røst,595,10,618,0,387,138,52,0,0,0,190,0,above60
2012,municip1857,Værøy,751,19,591,0,404,190,84,0,1,0,275,0,above60
2012,municip1859,Flakstad,1383,178,601,0,477,324,303,0,1,0,628,0,above60
2012,municip1860,Vestvågøy,10848,423,608,0.20954598370197905,637,2890,2191,1,14,1,5097,0.019619383951343928,above60
2012,municip1865,Vågan,9086,478,598,0.39327366422565774,644,1992,1873,1,14,0,3880,0.02577319587628866,above60
2012,municip1866,Hadsel,7937,566,603,0.6749501457278724,601,2005,1605,0,11,0,3621,0,above60
2012,municip1867,Bø,2720,247,500,0,534,729,582,0,5,0,1316,0,above60
2012,municip1868,Øksnes,4467,319,610,0,568,1144,958,1,3,0,2106,0.04748338081671415,above60
2012,municip1870,Sortland,9983,722,616,0.2792586951002793,683,2510,2351,4,15,0,4880,0.08196721311475409,above60
2012,municip1871,Andøy,5032,656,621,0,536,1320,1131,0,4,0,2455,0,above60
2012,municip1874,Moskenes,1116,119,530,0,462,237,232,0,0,0,469,0,above60
2012,municip1902,Tromsø,69116,2520,646,0.35132198478812027,808,15849,13313,64,285,3,29514,0.21684624246120485,above60
2012,municip1903,Harstad,24095,446,658,0.5025641025641026,744,6557,5036,11,52,1,11657,0.09436390151840096,above60
2012,municip1911,Kvæfjord,3025,513,590,0,593,822,639,0,2,0,1463,0,above60
2012,municip1913,Skånland,2972,495,630,0.44301248489730166,566,784,800,0,2,0,1586,0,above60
2012,municip1917,Ibestad,1410,241,553,1.4014839241549877,453,396,310,0,1,0,707,0,above60
2012,municip1919,Gratangen,1136,313,504,0,501,270,308,0,3,0,581,0,above60
2012,municip1920,Lavangen,1016,302,599,0,516,241,268,0,0,0,509,0,above60
2012,municip1922,Bardu,3875,2704,697,0,600,974,930,0,16,0,1920,0,above60
2012,municip1923,Salangen,2214,458,586,0,572,642,511,0,3,0,1156,0,above60
2012,municip1924,Målselv,6599,3322,678,0.24258257137525657,602,1896,1838,0,5,0,3739,0,above60
2012,municip1925,Sørreisa,3381,363,686,0,621,911,745,1,7,0,1664,0.06009615384615385,above60
2012,municip1926,Dyrøy,1188,288,547,0,505,332,295,0,3,0,630,0,above60
2012,municip1927,Tranøy,1524,524,569,0,514,338,283,0,0,0,621,0,above60
2012,municip1928,Torsken,892,243,516,0,426,204,191,0,0,0,395,0,above60
2012,municip1929,Berg,887,294,592,0,453,258,194,0,1,0,453,0,above60
2012,municip1931,Lenvik,11345,892,635,0.3251850190625701,645,3439,2878,3,27,0,6347,0.047266425082716244,above60
2012,municip1933,Balsfjord,5502,1497,607,0.915791824882734,571,1514,1557,0,7,0,3078,0,above60
2012,municip1936,Karlsøy,2355,1090,562,2.231237322515213,448,549,546,0,5,0,1100,0,above60
2012,municip1938,Lyngen,3028,813,584,1.8585858585858586,481,762,759,0,4,0,1525,0,above60
2012,municip1939,Storfjord,1909,1543,637,0,523,539,503,0,3,0,1045,0,above60
2012,municip1940,Kåfjord,2210,991,536,0,446,610,501,0,1,0,1112,0,above60
2012,municip1941,Skjervøy,2880,473,597,0.8140531276778064,570,603,563,0,3,0,1169,0,above60
2012,municip1942,Nordreisa,4807,3437,598,0,581,1172,1174,2,8,0,2356,0.08488964346349745,above60
2012,municip1943,Kvænangen,1284,2108,540,0,444,310,334,0,1,0,645,0,above60
2012,municip2002,Vardø,2122,600,514,0,529,469,406,0,1,0,876,0,above60
2012,municip2003,Vadsø,6125,1258,649,0.27944111776447106,643,1401,1495,2,30,3,2931,0.06823609689525759,above60
2012,municip2004,Hammerfest,9934,849,658,0.3469640644361834,700,2179,2176,2,14,1,4372,0.04574565416285453,above60
2012,municip2011,Kautokeino,2927,9707,604,0,494,776,660,0,0,0,1436,0,above60
2012,municip2012,Alta,19282,3850,670,0.28206850235057085,721,4972,4410,9,39,0,9430,0.09544008483563096,above60
2012,municip2014,Loppa,1087,687,511,1.5037593984962405,377,209,189,0,1,0,399,0,above60
2012,municip2015,Hasvik,995,556,500,0,368,225,150,0,0,0,375,0,above60
2012,municip2017,Kvalsund,1010,1844,580,0,468,227,283,0,1,0,511,0,above60
2012,municip2018,Måsøy,1243,1134,492,0,415,238,194,0,0,0,432,0,above60
2012,municip2019,Nordkapp,3228,925,582,0.45265937382119953,535,602,529,0,1,0,1132,0,above60
2012,municip2020,Porsanger,3946,4873,618,0,567,1166,938,0,5,0,2109,0,above60
2012,municip2021,Karasjok,2763,5453,628,0,573,562,719,0,4,0,1285,0,above60
2012,municip2022,Lebesby,1356,3458,507,0,440,238,233,0,1,0,472,0,above60
2012,municip2023,Gamvik,1008,1415,489,0,413,225,166,0,1,0,392,0,above60
2012,municip2024,Berlevåg,1015,1120,519,0,441,198,185,0,0,0,383,0,above60
2012,municip2025,Tana,2896,4050,577,0,501,668,819,3,2,0,1492,0.20107238605898123,above60
2012,municip2027,Nesseby,901,1436,539,0,483,230,250,1,0,0,481,0.2079002079002079,above60
2012,municip2028,Båtsfjord,2089,1433,573,0,552,447,408,0,3,0,858,0,above60
2012,municip2030,Sør-Varanger,9860,3967,645,0.17491254372813594,640,2692,2176,1,17,0,4886,0.020466639377814164,above60
2012,municip5001,Trondheim,176348,342,628,1.8934291796070768,898,43076,31514,373,634,15,75612,0.4933079405385389,city
2012,municip5004,Steinkjer,21303,1564,620,0.33290503445859126,736,6064,5106,3,52,2,11227,0.026721296873608264,above60
2012,municip5005,Namsos,12953,778,644,1.0404397330192383,723,3172,2912,3,20,0,6107,0.04912395611593254,above60
2012,municip5011,Hemne,4221,670,652,0.8579881656804734,638,1178,1104,0,2,0,2284,0,above60
2012,municip5012,Snillfjord,981,508,595,1.7543859649122806,559,269,251,1,1,0,522,0.19157088122605365,above60
2012,municip5013,Hitra,4399,686,553,0.89086859688196,562,1155,983,1,1,2,2142,0.04668534080298786,above60
2012,municip5014,Frøya,4369,241,611,0.498200941046222,559,1137,836,0,4,0,1977,0,above60
2012,municip5015,Ørland,5119,74,628,2.6750972762645913,646,1704,1087,13,5,0,2809,0.4627981488074048,above60
2012,municip5016,Agdenes,1715,318,628,3.591549295774648,587,460,464,2,3,0,929,0.21528525296017223,above60
2012,municip5017,Bjugn,4584,384,571,2.4925494445949608,591,1506,976,7,7,0,2496,0.28044871794871795,above60
2012,municip5018,Åfjord,3257,955,616,3.235515425131678,546,943,876,0,6,0,1825,0,above60
2012,municip5019,Roan,987,375,586,2.3894862604540026,433,319,233,0,1,0,553,0,above60
2012,municip5020,Osen,1020,387,591,0,462,274,271,0,2,0,547,0,above60
2012,municip5021,Oppdal,6755,2274,623,0.40672952486596414,668,1715,1640,2,9,0,3366,0.059417706476530004,above60
2012,municip5022,Rennebu,2569,948,605,1.2512030798845044,606,733,710,0,3,0,1446,0,above60
2012,municip5023,Meldal,3924,613,603,2.485058194400755,641,1360,932,3,1,0,2296,0.13066202090592335,above60
2012,municip5024,Orkdal,11429,594,672,4.053156146179402,779,3249,2689,33,22,0,5993,0.5506424161521776,30to60
2012,municip5025,Røros,5604,1956,607,0,669,1768,1161,0,19,1,2949,0,above60
2012,municip5026,Holtålen,2013,1210,630,0.9014423076923077,532,597,516,0,4,0,1117,0,above60
2012,municip5027,Midtre-Gauldal,6153,1861,596,3.307585660526837,662,1723,1560,2,5,0,3290,0.060790273556231005,30to60
2012,municip5028,Melhus,15392,695,724,8.7123745819398,778,4661,3667,29,22,0,8379,0.3461033536221506,below30
2012,municip5029,Skaun,6941,224,787,15.452285331803404,745,2016,1688,35,9,0,3748,0.9338313767342583,below30
2012,municip5030,Klæbu,5930,186,809,3.0063291139240507,793,1652,1362,11,17,0,3042,0.3616042077580539,below30
2012,municip5031,Malvik,12785,169,829,9.344647786524895,813,3542,2852,56,45,0,6495,0.8622016936104696,below30
2012,municip5032,Selbu,4042,1235,658,3.918543659364394,663,1277,994,3,7,0,2281,0.131521262604121,above60
2012,municip5033,Tydal,870,1329,613,1.9310344827586208,504,227,244,0,3,0,474,0,above60
2012,municip5034,Meråker,2513,1273,553,1.304978250362494,629,766,573,1,5,0,1345,0.07434944237918216,above60
2012,municip5035,Stjørdal,22058,938,694,6.653391121002694,799,6595,5141,31,116,2,11885,0.2608329827513673,30to60
2012,municip5036,Frosta,2618,76,618,1.652089407191448,649,725,645,7,4,0,1381,0.5068790731354091,30to60
2012,municip5037,Levanger,18922,645,659,1.3303028277291262,762,5316,4556,12,54,1,9939,0.12073649260488983,above60
2012,municip5038,Verdal,14387,1548,629,0.6713780918727915,750,4272,3677,2,19,0,7970,0.025094102885821833,above60
2012,municip5039,Verran,2705,602,453,0.5466778805719091,585,689,573,0,7,0,1269,0,above60
2012,municip5040,Namdalseid,1694,770,630,0.8791208791208791,575,454,473,0,1,0,928,0,above60
2012,municip5041,Snåase-Snåsa,2164,2343,636,0,546,552,542,1,3,0,1098,0.09107468123861566,above60
2012,municip5042,Lierne,1410,2962,607,0,422,298,435,0,4,0,737,0,above60
2012,municip5043,Røyrvik,494,1585,695,0,419,102,161,0,0,0,263,0,above60
2012,municip5044,Namsskogan,916,1417,570,0,436,207,290,0,0,0,497,0,above60
2012,municip5045,Grong,2409,1136,555,0,581,651,674,0,3,0,1328,0,above60
2012,municip5046,Høylandet,1264,754,698,0,541,292,366,3,1,0,662,0.45317220543806647,above60
2012,municip5047,Overhalla,3679,730,700,1.3439007580978635,638,817,1037,1,5,0,1860,0.053763440860215055,above60
2012,municip5048,Fosnes,668,545,606,6.272401433691757,486,159,175,0,0,0,334,0,above60
2012,municip5049,Flatanger,1141,459,627,0,478,263,261,0,1,0,525,0,above60
2012,municip5050,Vikna,4241,318,667,0.39097744360902253,612,1104,1102,0,2,0,2208,0,above60
2012,municip5051,Nærøy,5069,1067,586,1.1346817957572768,547,1320,1259,0,4,0,2583,0,above60
2012,municip5052,Leka,573,109,560,0,406,144,134,0,0,0,278,0,above60
2012,municip5053,Inderøy,6682,365,707,0.49335863377609107,676,1882,1829,1,7,0,3719,0.026888948642108095,above60
2012,municip5054,Indre-Fosen,10070,1052,651,6.1055493758497095,629,3045,2325,49,23,0,5442,0.900404263138552,above60
2012,municip5061,Rindal,2088,632,666,1.0995723885155773,603,712,480,0,2,0,1194,0,above60
2018,municip0101,Halden,31037,642,591,0.7303880927000671,843,7358,7825,522,316,686,16707,3.1244388579637277,above60
2018,municip0104,Moss,32588,64,600,3.5770825480588013,932,7278,6749,1313,719,981,17040,7.705399061032864,30to60
2018,municip0105,Sarpsborg,55543,406,607,1.1498117267348036,887,14281,14220,1601,1620,1312,33034,4.846521765453775,above60
2018,municip0106,Fredrikstad,80977,293,621,1.276705825065433,884,18327,16599,2111,2171,1614,40822,5.171231198863358,above60
2018,municip0111,Hvaler,4540,90,719,4.087477219474096,725,903,1025,143,114,62,2247,6.3640409434801954,above60
2018,municip0118,Aremark,1399,319,641,0,660,299,473,9,8,9,798,1.1278195488721805,above60
2018,municip0119,Marker,3567,413,597,4.732927653820148,742,960,1121,115,52,12,2260,5.088495575221239,above60
2018,municip0121,Rømskog,682,183,623,0,667,168,219,6,10,4,407,1.4742014742014742,above60
2018,municip0122,Trøgstad,5337,204,622,4.954850659874971,799,1400,1532,105,99,39,3175,3.3070866141732282,above60
2018,municip0123,Spydeberg,5853,142,676,5.0782086993786155,865,1373,1539,150,117,61,3240,4.62962962962963,30to60
2018,municip0124,Askim,15810,69,622,6.7118323617457065,893,3773,3787,539,371,271,8741,6.166342523738702,30to60
2018,municip0125,Eidsberg,11414,236,590,4.35440302539168,853,3281,3407,183,426,272,7569,2.4177566389219183,above60
2018,municip0127,Skiptvet,3831,101,687,4.785643070787637,789,845,1092,70,50,28,2085,3.357314148681055,above60
2018,municip0128,Rakkestad,8202,435,633,1.496372430471584,794,1872,2348,75,107,38,4440,1.6891891891891893,above60
2018,municip0135,Råde,7465,119,719,2.5847876193612116,838,1562,1846,183,73,67,3731,4.904851246314661,30to60
2018,municip0136,Rygge,16083,74,694,3.97678916827853,890,4250,4019,614,823,399,10105,6.0761999010390895,30to60
2018,municip0137,Våler,5471,257,765,3.2037691401649,822,1198,1519,154,99,66,3036,5.072463768115942,30to60
2018,municip0138,Hobøl,5621,140,736,5.044769600349421,845,1245,1445,174,88,41,2993,5.813564984964918,30to60
2018,municip0211,Vestby,17486,134,786,3.790772847487511,880,3383,3685,708,290,189,8255,8.576620230163536,30to60
2018,municip0213,Ski,30880,166,808,3.15131304710296,914,7783,7495,2692,939,1316,20225,13.31025957972806,below30
2018,municip0214,Ås,20084,103,725,2.7206697033115845,899,3304,3216,717,234,186,7657,9.3639806712811815,30to60
2018,municip0215,Frogn,15735,86,766,3.0730636563185953,906,3248,2957,845,264,248,7562,11.174292515207616,30to60
2018,municip0216,Nesodden,19287,61,789,1.8411046627976786,855,3420,3274,497,238,219,7648,6.498430962343096,30to60
2018,municip0217,Oppegård,27178,37,876,2.216783545912364,929,5819,5296,1514,730,453,13812,10.961482768607008,below30
2018,municip0219,Bærum,125454,192,852,1.2657195018715515,971,31784,27156,14276,4600,10018,87834,16.253387071065873,below30
2018,municip0220,Asker,60926,101,872,1.5290008157459893,936,12004,11361,4341,1410,944,30060,14.441117764471057,below30
2018,municip0221,Aurskog-Høland,16390,962,654,2.478023643528342,799,3746,4834,322,175,104,9181,3.507243219692844,30to60
2018,municip0226,Sørum,17980,207,807,3.3120742136541526,869,3764,4371,732,298,172,9337,7.839777230373782,30to60
2018,municip0227,Fet,11663,176,833,3.247176368375326,880,2385,2631,419,216,118,5769,7.262957184954065,below30
2018,municip0228,Rælingen,17874,72,750,2.661624090195519,942,3456,3350,729,343,171,8049,9.057025717480432,below30
2018,municip0229,Enebakk,10945,233,759,4.178305400372439,817,2408,2434,401,195,109,5547,7.229132864611501,30to60
2018,municip0230,Lørenskog,38670,71,734,1.8785101026402427,976,7189,6706,1891,795,471,17052,11.089608257095941,below30
2018,municip0231,Skedsmo,54178,77,715,2.588153952523623,973,12400,11606,3832,1671,1418,30927,12.390467875965985,below30
2018,municip0233,Nittedal,23545,186,843,2.876637554585153,885,4842,4491,1236,452,268,11289,10.948711134732926,below30
2018,municip0234,Gjerdrum,6704,83,849,3.2098765432098766,887,1290,1597,325,143,92,3447,9.428488540760082,below30
2018,municip0235,Ullensaker,36576,252,695,3.391665793426246,909,7694,9798,1503,906,635,20536,7.318854694195559,30to60
2018,municip0236,Nes,21681,637,728,3.6635944700460827,817,5194,6372,733,433,198,12930,5.668986852281516,30to60
2018,municip0237,Eidsvoll,24647,457,689,5.712968181585285,847,5397,6981,636,491,213,13718,4.636244350488409,30to60
2018,municip0238,Nannestad,13240,341,716,2.916747150859571,833,2690,3732,461,252,130,7265,6.345492085340674,30to60
2018,municip0239,Hurdal,2903,285,619,5.283340434597358,730,682,879,62,50,18,1691,3.666469544648137,above60
2018,municip0301,Oslo,673469,454,624,1.0205662845549257,1000,104265,85495,33400,11281,23935,258376,12.92689723503731,city
2018,municip0402,Kongsvinger,17934,1036,576,3.1964394092656283,799,4745,5978,449,486,356,12014,3.737306475778259,above60
2018,municip0403,Hamar,30930,351,630,0.49766840393432343,876,7800,8605,783,694,630,18512,4.229688850475367,above60
2018,municip0412,Ringsaker,34151,1280,636,0.4250414235285642,786,8300,11888,488,366,394,21436,2.2765441313677925,above60
2018,municip0415,Løten,7615,369,645,0.6770917298081573,792,1933,2510,91,87,44,4665,1.9506966773847803,above60
2018,municip0417,Stange,20646,724,643,1.279445175176372,814,5005,6224,364,395,147,12135,2.99958796868562,above60
2018,municip0418,Nord-Odal,5097,508,592,3.377420878601795,718,1391,1665,44,57,18,3175,1.3858267716535433,above60
2018,municip0419,Sør-Odal,7884,517,657,3.581225236208473,779,1950,2641,165,102,57,4915,3.3570701932858595,above60
2018,municip0420,Eidskog,6142,640,542,1.561295296838859,698,1700,2097,46,63,29,3935,1.1689961880559085,above60
2018,municip0423,Grue,4740,837,531,0.9102091020910209,668,1315,1660,35,48,19,3077,1.1374715632109198,above60
2018,municip0425,Åsnes,7279,1041,544,0.55356561380657765,669,2078,2695,28,55,28,4884,0.5733005733005733,above60
2018,municip0426,Våler,3680,705,550,0.4477134633834346,669,1087,1336,11,32,13,2479,0.44372730939895116,above60
2018,municip0427,Elverum,21123,1229,622,0.527395253442719,762,5161,6454,457,367,378,12817,3.5655769680892564,above60
2018,municip0428,Trysil,6567,3014,563,0.635439360929557,609,1545,2241,50,57,26,3919,1.2758356723653994,above60
2018,municip0429,Åmot,4480,1340,571,0.6972378653794583,627,1103,1414,30,43,24,2614,1.1476664116296864,above60
2018,municip0430,Stor-Elvdal,2490,2166,512,0,552,514,693,7,9,4,1227,0.5704971475142624,above60
2018,municip0432,Rendalen,1827,3180,509,0.7843137254901961,491,440,706,2,6,5,1159,0.1725625539257981,above60
2018,municip0434,Engerdal,1294,2197,586,0,438,318,519,2,4,1,844,0.23696682464454977,above60
2018,municip0436,Tolga,1553,1123,614,0,559,361,542,6,11,5,925,0.6486486486486487,above60
2018,municip0437,Tynset,5605,1881,642,0.48672566371681414,660,1368,1947,23,57,35,3430,0.6705539358600583,above60
2018,municip0438,Alvdal,2424,942,651,0,584,469,977,18,24,23,1511,1.1912640635340834,above60
2018,municip0439,Folldal,1569,1277,579,0,518,375,551,9,8,5,948,0.9493670886075949,above60
2018,municip0441,Os,1936,1040,597,0,578,550,716,4,12,5,1287,0.3108003108003108,above60
2018,municip0501,Lillehammer,27938,478,652,0.7066678227694442,823,6125,8052,639,428,616,15860,4.0290037831021435,above60
2018,municip0502,Gjøvik,30642,672,612,0.37411446310594604,803,7377,9234,490,533,590,18224,2.688762071992976,above60
2018,municip0511,Dovre,2642,1364,572,0.8130081300813008,580,550,959,10,19,7,1545,0.6472491909385113,above60
2018,municip0512,Lesja,2038,2260,620,1.1642156862745099,542,416,780,6,5,5,1212,0.49504950495049505,above60
2018,municip0513,Skjåk,2179,2076,596,0,562,640,861,10,8,7,1526,0.6553079947575361,above60
2018,municip0514,Lom,2331,1969,638,0.6289308176100629,572,591,914,6,7,5,1523,0.3939592908732764,above60
2018,municip0515,Vågå,3638,1330,636,0.9399127223900637,623,799,1393,26,8,10,2236,1.1627906976744187,above60
2018,municip0516,Nord-Fron,5728,1141,596,3.4250893044757302,652,1373,1981,83,89,18,3544,2.3419864559819414,above60
2018,municip0517,Sel,5872,905,578,1.9104354971240756,637,1392,2231,68,24,68,3783,1.7975151995770553,above60
2018,municip0519,Sør-Fron,3146,742,612,2.3455824863174355,620,702,1203,40,16,12,1973,2.0273694880892044,above60
2018,municip0520,Ringebu,4454,1248,594,3.1325951930866864,658,1038,1618,38,24,17,2735,1.3893967093235833,above60
2018,municip0521,Øyer,5130,640,640,2.789598108747045,699,1137,1845,55,40,34,3111,1.7679202828672453,above60
2018,municip0522,Gausdal,6148,1191,638,5.9347181008902075,686,1495,2349,58,45,18,3965,1.4627994955863808,above60
2018,municip0528,Østre-Toten,14888,563,641,1.166204534333714,731,4070,5163,168,149,117,9667,1.7378711078928313,above60
2018,municip0529,Vestre-Toten,13314,250,624,0.4461846658167911,769,3741,4405,97,145,97,8485,1.1431938715380083,above60
2018,municip0532,Jevnaker,6777,226,655,1.53987167736022,778,1599,2175,148,121,49,4092,3.616813294232649,above60
2018,municip0533,Lunner,9065,292,728,4.481099656357388,785,2403,2476,331,172,197,5579,5.932962896576448,30to60
2018,municip0534,Gran,13770,757,641,4.173757277205553,784,3548,4204,328,145,146,8371,3.918289332218373,above60
2018,municip0536,Søndre-Land,5650,728,576,0.9609224855861627,676,1444,1687,35,53,32,3251,1.0765918179021838,above60
2018,municip0538,Nordre-Land,6750,955,590,0.5030542579949695,683,1746,2286,23,33,43,4131,0.5567659162430404,above60
2018,municip0540,Sør-Aurdal,3014,1109,562,3.406813627254509,579,729,1041,36,34,17,1857,1.938610662358643,above60
2018,municip0541,Etnedal,1352,459,539,0.9990917347865577,587,366,441,5,15,7,834,0.5995203836930456,above60
2018,municip0542,Nord-Aurdal,6443,907,584,0.4493540535480247,672,1760,2334,106,124,126,4450,2.3820224719101124,above60
2018,municip0543,Vestre-Slidre,2139,463,617,0,598,521,786,26,18,16,1367,1.9019751280175567,above60
2018,municip0544,Øystre-Slidre,3221,963,615,0.45231813041839425,601,860,1198,16,30,14,2118,0.7554296506137866,above60
2018,municip0545,Vang,1601,1505,617,0,522,405,617,12,18,13,1065,1.1267605633802817,above60
2018,municip0602,Drammen,68713,138,623,1.252816584046868,933,14654,13129,1941,11414,1112,42250,4.594082840236687,30to60
2018,municip0604,Kongsberg,27410,793,701,0.2755194218608853,850,6545,7980,497,628,701,16351,3.039569445293866,above60
2018,municip0605,Ringerike,30283,1555,612,1.074019156013305,815,7298,9360,1026,844,850,19378,5.294664052017752,above60
2018,municip0612,Hole,6833,193,789,1.9327262590596543,800,1286,1620,320,118,98,3442,9.296920395119116,30to60
2018,municip0615,Flå,1069,704,575,0,563,230,343,8,13,8,602,1.3289036544850499,above60
