"obs","wage","female","nonwhite","union","education","exper","age","wind","femalenonw"
598,30.5799999237061,0,0,0,16,21,43,1,0
599,10,0,0,1,12,32,50,0,0
600,16.3500003814697,1,0,0,20,13,39,1,0
601,9.5,0,0,0,12,12,30,0,0
602,12.1199998855591,1,0,0,12,40,58,0,0
603,17.2700004577637,1,0,0,16,19,41,0,0
604,12,1,0,1,14,8,28,0,0
605,5,1,1,0,12,19,37,0,1
606,25.4799995422363,0,0,0,12,16,34,1,0
607,5.5,1,1,0,12,13,31,0,1
608,32.9300003051758,0,1,0,20,13,39,1,0
609,6.40000009536743,1,1,0,12,6,24,1,1
610,20.2000007629395,0,0,0,12,16,34,1,0
611,14,0,0,0,11,29,46,0,0
612,6,1,0,0,12,6,24,0,0
613,9.63000011444092,1,0,0,12,16,34,1,0
614,9.60999965667725,0,0,0,20,9,35,1,0
615,8.89999961853027,0,1,0,14,9,29,0,0
616,16.6700000762939,0,0,0,12,3,21,1,0
617,11,0,0,0,12,3,21,0,0
618,7.69999980926514,1,1,0,12,6,24,0,1
619,14.4300003051758,0,0,0,12,20,38,1,0
620,24.8700008392334,1,0,0,16,28,50,0,0
621,19,1,1,0,14,18,38,0,1
622,4.5,1,1,0,12,16,34,0,1
623,6,0,1,0,12,47,65,0,0
624,21.0799999237061,0,0,0,16,14,36,1,0
625,9.57999992370605,1,1,0,14,13,33,0,1
626,12,0,0,0,12,30,48,0,0
627,7.07000017166138,1,1,1,12,12,30,0,1
628,7,1,0,0,12,16,34,1,0
629,10.5799999237061,1,0,0,16,0,22,1,0
630,8.56999969482422,1,0,0,12,27,45,1,0
631,7.17999982833862,1,0,0,12,10,28,1,0
632,9.60999965667725,1,0,0,12,13,31,1,0
633,12.5,1,0,0,16,8,30,1,0
634,6.25,1,1,0,12,16,34,0,1
635,6,0,0,0,12,45,63,0,0
636,10,1,0,0,12,4,22,0,0
637,24.0300006866455,0,1,0,20,32,58,1,0
638,38.4599990844727,0,0,0,16,18,40,1,0
639,5.5,0,0,0,16,8,30,0,0
640,14.4300003051758,0,0,0,18,17,41,1,0
641,10,0,0,0,11,26,43,0,0
642,18,0,0,0,16,21,43,0,0
643,6.15000009536743,1,0,0,12,3,21,0,0
644,23.75,0,0,1,18,28,52,1,0
645,9.25,0,0,0,12,28,46,0,0
646,8.07999992370605,0,0,0,12,29,47,1,0
647,5,1,0,0,12,29,47,0,0
648,12.3999996185303,0,0,0,12,18,36,0,0
649,5,1,0,0,12,24,42,0,0
650,6.92000007629395,0,0,0,12,26,44,1,0
651,7.84000015258789,1,0,0,12,33,51,0,0
652,6.88000011444092,1,0,0,12,16,34,1,0
653,6.34999990463257,1,0,0,12,15,33,0,0
654,8.25,1,0,0,12,17,35,0,0
655,12.8000001907349,0,0,0,14,27,47,0,0
656,19.2399997711182,1,0,0,12,25,43,1,0
657,15,1,0,0,14,14,34,0,0
658,7,1,0,0,16,8,30,0,0
659,6,0,0,0,12,5,23,0,0
660,7.30000019073486,1,0,0,16,17,39,1,0
661,5,1,0,0,12,3,21,0,0
662,20.8500003814697,1,0,0,16,19,41,1,0
663,12.25,1,0,0,16,0,22,0,0
664,6.73000001907349,1,0,0,12,9,27,1,0
665,11.539999961853,0,0,0,18,32,56,1,0
666,5,1,0,0,12,31,49,1,0
667,20.2000007629395,0,0,0,12,31,49,1,0
668,18.75,0,0,1,12,34,52,1,0
669,4.90000009536743,0,0,0,16,1,23,1,0
670,9.61999988555908,0,0,0,12,10,28,1,0
671,8.64999961853027,0,0,0,14,24,44,1,0
672,9.18000030517578,1,0,0,14,7,27,1,0
673,5,0,0,0,12,6,24,0,0
674,7.5,0,0,0,12,41,59,1,0
675,20.2000007629395,0,1,0,16,37,59,1,0
676,4.65999984741211,1,0,0,12,6,24,0,0
677,4.25,0,0,0,11,19,36,0,0
678,9.23999977111816,1,0,1,16,2,24,1,0
679,13.460000038147,0,1,0,12,15,33,1,0
680,13.6400003433228,0,0,0,14,21,41,1,0
681,7.5,0,1,0,7,14,27,0,0
682,7.25,0,1,0,16,30,52,0,0
683,9.22999954223633,1,1,0,12,10,28,1,1
684,14.3999996185303,0,0,1,12,32,50,1,0
685,13,1,0,0,12,9,27,0,0
686,15.5799999237061,0,0,1,12,35,53,1,0
687,5.78000020980835,1,0,0,12,30,48,1,0
688,15.5600004196167,0,0,0,12,21,39,1,0
689,13.8900003433228,1,0,0,12,18,36,1,0
690,18.4500007629395,0,0,0,12,35,53,1,0
691,6,0,0,0,12,5,23,0,0
692,5,1,0,0,12,23,41,0,0
693,7.1399998664856,1,0,0,12,5,23,0,0
694,7.07999992370605,0,0,0,12,21,39,1,0
695,5,0,0,0,12,13,31,1,0
696,13.460000038147,1,0,1,18,24,48,1,0
697,33,0,0,0,12,47,65,0,0
698,12.9099998474121,0,0,1,11,21,38,0,0
699,4.5,1,0,0,14,13,33,0,0
700,5,1,0,1,12,17,35,0,0
701,13,0,0,1,12,13,31,0,0
702,10,1,0,0,10,23,39,0,0
703,34.9599990844727,1,0,0,20,6,32,1,0
704,12.6599998474121,1,1,1,14,6,26,1,1
705,17.2999992370605,0,1,0,18,4,28,1,0
706,18.2900009155273,1,0,1,12,30,48,1,0
707,48.0800018310547,0,0,0,16,2,24,1,0
708,19.2399997711182,0,0,0,16,28,50,1,0
709,12,0,0,0,12,25,43,0,0
710,22.7299995422363,1,0,1,16,42,64,1,0
711,12,0,0,0,12,20,38,1,0
712,17.7800006866455,1,0,0,14,24,44,1,0
713,8.89000034332275,1,0,0,12,37,55,1,0
714,15,0,0,1,12,35,53,0,0
715,13,1,0,1,11,33,50,0,0
716,64.0800018310547,1,0,0,16,12,34,1,0
717,14,0,0,0,12,23,41,1,0
718,12,0,0,0,14,9,29,0,0
719,7,0,1,0,5,22,33,0,0
720,27.7000007629395,0,0,0,16,15,37,1,0
721,9,0,0,0,12,11,29,0,0
722,11,0,0,0,12,27,45,0,0
723,1.57000005245209,0,1,0,16,6,28,1,0
724,6.05000019073486,1,1,0,12,4,22,0,1
725,15,1,0,0,12,27,45,0,0
726,19.25,0,0,1,12,22,40,1,0
727,10.4200000762939,0,0,0,16,19,41,1,0
728,10.3000001907349,0,0,0,12,32,50,0,0
729,13.8400001525879,0,0,0,16,11,33,1,0
730,12,1,0,1,12,17,35,0,0
731,8.64999961853027,0,0,0,12,13,31,0,0
732,30.2399997711182,1,0,1,18,22,46,1,0
733,11.5,1,0,0,12,22,40,0,0
734,11.539999961853,0,0,0,12,14,32,1,0
735,20.2000007629395,0,0,0,16,6,28,1,0
736,50,1,0,0,16,7,29,0,0
737,13,0,0,1,12,42,60,0,0
738,4.25,1,0,0,12,25,43,0,0
739,7.69999980926514,0,0,1,12,45,63,1,0
740,15.9399995803833,1,0,0,12,16,34,1,0
741,25.8199996948242,0,0,1,12,33,51,0,0
742,14,1,0,0,12,33,51,0,0
743,12.5,1,0,1,14,30,50,0,0
744,25.2900009155273,1,0,0,12,44,62,1,0
745,8.64999961853027,0,0,0,12,14,32,0,0
746,14,0,0,1,12,8,26,0,0
747,12,0,0,0,12,28,46,0,0
748,14.4300003051758,0,0,1,16,22,44,1,0
749,29.9099998474121,0,0,0,18,22,46,1,0
750,10.25,0,0,0,16,11,33,0,0
751,18.8400001525879,0,0,0,18,27,51,1,0
752,12,1,0,0,12,43,61,1,0
753,25,0,0,1,12,43,61,0,0
754,6.65000009536743,1,0,0,14,17,37,0,0
755,18,0,1,1,12,47,65,0,0
756,5,0,1,0,16,26,48,1,0
757,6.5,1,0,0,12,28,46,0,0
758,23.0799999237061,0,0,0,18,15,39,1,0
759,10.5,0,0,0,12,7,25,0,0
760,10,0,0,1,12,6,24,0,0
761,8.75,0,1,0,12,4,22,1,0
762,15.4700002670288,1,1,0,14,21,41,0,1
763,42.5499992370605,0,0,0,20,27,53,1,0
764,6,1,1,0,12,3,21,0,1
765,6.25,1,0,0,12,12,30,1,0
766,4,1,0,0,10,6,22,0,0
767,16.8299999237061,0,0,0,12,42,60,1,0
768,7,0,0,0,12,6,24,0,0
769,5.44000005722046,0,0,0,20,36,62,1,0
770,5,1,0,0,11,1,18,0,0
771,11,0,0,0,14,25,45,0,0
772,6.88000011444092,0,1,0,12,13,31,1,0
773,11,0,1,1,12,10,28,0,0
774,19.2399997711182,0,0,0,18,9,33,1,0
775,10.1000003814697,0,0,0,12,30,48,0,0
776,9.52999973297119,0,0,0,12,13,31,0,0
777,9.35000038146973,0,0,1,12,17,35,0,0
778,7,0,1,0,12,18,36,0,0
779,31.8600006103516,0,0,0,12,31,49,1,0
780,12.5,1,0,1,12,34,52,0,0
781,28.8500003814697,1,0,0,16,10,32,1,0
782,8,1,0,0,12,9,27,0,0
783,12.1800003051758,0,0,1,16,9,31,1,0
784,5,0,0,0,11,14,31,0,0
785,7.25,1,0,0,12,20,38,0,0
786,18,1,0,0,16,17,39,0,0
787,8,0,0,1,12,12,30,0,0
788,8,0,0,1,12,10,28,0,0
789,16,1,0,0,16,12,34,1,0
790,8.64999961853027,0,0,0,12,22,40,1,0
791,14.4899997711182,0,0,1,12,33,51,0,0
792,3.75,1,0,0,12,31,49,1,0
793,7.5,0,0,0,16,4,26,1,0
794,9,1,0,0,12,0,18,1,0
795,3.5,0,1,0,12,4,22,1,0
796,27.5,0,1,1,12,30,48,1,0
797,20,0,0,0,12,11,29,0,0
798,12,1,1,1,12,24,42,0,1
799,3.75,1,1,1,0,56,62,1,1
800,45,1,0,0,18,16,40,0,0
801,6,1,0,0,9,13,28,0,0
802,21.1499996185303,1,0,0,20,3,29,1,0
803,16.8299999237061,0,1,0,16,14,36,1,0
804,8.05000019073486,0,0,0,14,24,44,0,0
805,22.2199993133545,0,0,0,16,15,37,1,0
806,3.07999992370605,0,1,0,12,11,29,1,0
807,42.7299995422363,0,0,0,18,16,40,1,0
808,35,1,0,1,12,19,37,1,0
809,49.4599990844727,0,0,0,16,23,45,1,0
810,17.2999992370605,0,0,0,12,32,50,1,0
811,15.8500003814697,1,0,0,12,30,48,1,0
812,11.2200002670288,1,0,0,18,21,45,1,0
813,17.2800006866455,1,0,1,16,43,65,0,0
814,5,1,0,0,12,15,33,0,0
815,11.25,1,0,0,12,9,27,1,0
816,13,0,1,1,5,34,45,0,0
817,26.9200000762939,0,0,0,18,11,35,1,0
818,6.25,1,1,0,12,13,31,1,1
819,48.0800018310547,1,0,0,16,20,42,1,0
820,19.2199993133545,0,0,0,16,14,36,1,0
821,13.75,1,0,0,14,8,28,1,0
822,9.26000022888184,0,0,0,16,26,48,1,0
823,6.5,1,0,0,14,7,27,0,0
824,6.59999990463257,1,0,0,16,0,22,0,0
825,14.289999961853,1,0,0,14,30,50,1,0
826,15.710000038147,1,0,0,16,13,35,1,0
827,23.5499992370605,0,0,0,18,26,50,1,0
828,16.0300006866455,0,0,0,12,12,30,1,0
829,18,0,1,1,12,30,48,0,0
830,12.1400003433228,0,1,1,12,23,41,0,0
831,12,0,1,0,18,6,30,0,0
832,17.7600002288818,1,0,0,12,38,56,1,0
833,18,0,0,1,12,23,41,0,0
834,11,0,0,0,12,17,35,0,0
835,12,0,0,1,12,30,48,0,0
836,9.22000026702881,0,0,0,12,30,48,1,0
837,4.25,1,0,0,12,21,39,0,0
838,17.9599990844727,1,0,0,16,7,29,1,0
839,6,1,0,1,12,0,18,0,0
840,11.25,0,0,1,12,15,33,1,0
841,12.7299995422363,1,0,1,18,17,41,1,0
842,8,0,0,1,12,20,38,0,0
843,4.75,1,0,0,10,3,19,0,0
844,7.34999990463257,1,0,0,12,18,36,0,0
845,27.7000007629395,1,0,0,12,33,51,1,0
846,19.2299995422363,0,0,0,18,27,51,1,0
847,9.05000019073486,1,0,0,12,27,45,1,0
848,19.2299995422363,0,0,0,12,14,32,1,0
849,8.84000015258789,0,0,0,16,0,22,1,0
850,17.2999992370605,0,0,0,18,20,44,1,0
851,13.4499998092651,1,0,1,16,23,45,1,0
852,8.5,0,0,0,12,25,43,0,0
853,12.6599998474121,1,0,0,16,20,42,1,0
854,18.6000003814697,1,0,0,16,4,26,1,0
855,11.2200002670288,0,0,0,14,26,46,1,0
856,10.3500003814697,0,0,0,12,4,22,1,0
857,14.4399995803833,0,0,0,12,43,61,1,0
858,6.65999984741211,1,0,0,12,40,58,0,0
859,13.6499996185303,0,0,0,7,35,48,1,0
860,4.34999990463257,1,1,0,12,23,41,0,1
861,14.4300003051758,0,0,0,12,30,48,1,0
862,6.25,1,0,0,12,44,62,1,0
863,16.2000007629395,1,0,0,16,21,43,0,0
864,7.5,1,1,0,12,16,34,0,1
865,5,0,1,0,12,7,25,0,0
866,6,1,0,0,12,19,37,0,0
867,38.4599990844727,0,0,0,18,21,45,1,0
868,34.9599990844727,0,0,0,18,24,48,1,0
869,10.7799997329712,0,0,0,12,30,48,1,0
870,16.8299999237061,0,0,0,12,43,61,1,0
871,32.0499992370605,0,0,0,20,23,49,1,0
872,5,1,0,0,10,42,58,0,0
873,12.0299997329712,0,0,1,10,34,50,1,0
874,9.31999969482422,0,0,0,12,11,29,0,0
875,8,0,0,0,12,9,27,0,0
876,5.5,1,0,0,12,33,51,0,0
877,6,1,0,0,12,13,31,0,0
878,7,0,0,0,7,17,30,0,0
879,33.3300018310547,0,0,0,16,7,29,1,0
880,5,1,0,0,12,10,28,0,0
881,8.3100004196167,1,0,0,12,10,28,0,0
882,15,1,0,0,14,7,27,0,0
883,22.1299991607666,0,0,0,16,28,50,1,0
884,17.8600006103516,1,0,1,18,20,44,1,0
885,32.0499992370605,0,0,1,16,12,34,0,0
886,23.5,0,0,0,16,10,32,0,0
887,30.6200008392334,0,0,0,18,15,39,1,0
888,16,1,0,0,12,29,47,0,0
889,3.84999990463257,1,0,0,14,3,23,1,0
890,6.23999977111816,1,1,0,12,26,44,0,1
891,6.88000011444092,0,0,0,7,39,52,0,0
892,6.67000007629395,0,0,0,10,37,53,1,0
893,7.5,1,0,0,12,34,52,0,0
894,9.69999980926514,0,0,0,9,30,45,0,0
895,6.51999998092651,0,0,0,9,34,49,0,0
896,9.60000038146973,1,0,0,16,25,47,1,0
897,11,1,0,0,16,11,33,0,0
898,11.0500001907349,1,0,0,16,2,24,1,0
899,6.5,1,1,0,9,21,36,0,1
900,5.75,0,0,0,16,13,35,0,0
901,5.40000009536743,1,0,0,12,2,20,0,0
902,6.78000020980835,1,0,0,12,2,20,1,0
903,16,1,0,0,12,44,62,0,0
904,10.1599998474121,0,0,0,12,25,43,0,0
905,1.5,1,0,0,14,17,37,0,0
906,9.32999992370605,0,0,0,16,4,26,1,0
907,13.5200004577637,1,0,1,12,27,45,0,0
908,4.25,0,0,0,12,4,22,0,0
909,15,0,0,1,12,29,47,0,0
910,18.1299991607666,0,0,1,14,22,42,0,0
911,6.25,0,0,0,12,22,40,0,0
912,5.80000019073486,0,0,0,12,3,21,0,0
913,4.25,1,0,0,12,1,19,0,0
914,6.34999990463257,1,0,0,12,44,62,0,0
915,14.4300003051758,1,0,1,18,21,45,1,0
916,11,0,0,0,0,51,57,0,0
917,12.0299997329712,1,1,1,16,41,63,1,1
918,9,1,1,0,12,15,33,0,1
919,6.5,1,0,0,16,4,26,0,0
920,9.78999996185303,1,0,0,16,8,30,0,0
921,6.15000009536743,0,0,0,12,21,39,1,0
922,12.2200002670288,0,0,1,16,9,31,1,0
923,6.19999980926514,1,0,0,12,26,44,0,0
924,22.1599998474121,0,0,0,12,40,58,1,0
925,12.8800001144409,0,0,1,12,24,42,0,0
926,12.1999998092651,0,0,0,12,26,44,0,0
927,28.8400001525879,0,0,0,18,15,39,1,0
928,6,1,0,0,12,4,22,0,0
929,13,1,0,0,14,31,51,0,0
930,5,1,1,0,10,26,42,0,1
931,9.52000045776367,1,0,0,12,44,62,1,0
932,7,1,0,0,12,13,31,0,0
933,9.5,0,0,0,12,20,38,0,0
934,2,0,0,0,11,1,18,0,0
935,15.8199996948242,0,0,0,12,9,27,1,0
936,30,1,0,0,20,17,43,1,0
937,9.61999988555908,1,0,0,14,5,25,1,0
938,14.8400001525879,1,0,0,12,44,62,0,0
939,11.5,0,0,0,16,4,26,0,0
940,31.25,0,0,0,16,39,61,1,0
941,33.560001373291,0,0,0,18,17,41,1,0
942,5,1,0,0,16,22,44,0,0
943,29.5799999237061,0,0,0,16,31,53,1,0
944,9.13000011444092,1,0,0,12,33,51,1,0
945,8.89000034332275,0,0,0,16,16,38,1,0
946,5.25,0,0,0,12,5,23,0,0
947,11,1,0,1,12,18,36,0,0
948,15.3500003814697,0,0,0,12,23,41,0,0
949,10.8500003814697,1,0,0,18,18,42,1,0
950,11.3199996948242,0,0,0,12,13,31,0,0
951,6.65000009536743,1,0,0,12,23,41,0,0
952,5,1,0,0,12,1,19,0,0
953,10.210000038147,1,0,1,12,12,30,0,0
954,5.51000022888184,1,0,0,12,22,40,0,0
955,10,0,0,0,16,37,59,0,0
956,20,0,0,0,12,20,38,0,0
957,1.14999997615814,0,0,0,12,43,61,1,0
958,14.4300003051758,0,0,0,12,16,34,1,0
959,9.30000019073486,1,0,0,12,24,42,0,0
960,8,0,0,0,12,6,24,0,0
961,7.96000003814697,1,0,0,12,30,48,0,0
962,11,0,0,1,12,19,37,0,0
963,5,0,0,0,12,29,47,0,0
964,33.6500015258789,0,0,0,16,27,49,1,0
965,5.5,1,0,0,12,13,31,0,0
966,14.8599996566772,0,0,0,12,17,35,1,0
967,4.5,1,0,0,11,1,18,0,0
968,12.3000001907349,0,0,1,16,18,40,1,0
969,42.7299995422363,0,0,0,16,24,46,1,0
970,18.6599998474121,1,0,1,12,31,49,0,0
971,11,1,0,0,12,26,44,1,0
972,10,1,0,0,16,2,24,0,0
973,7,0,0,1,12,34,52,0,0
974,11.7200002670288,0,0,0,12,32,50,0,0
975,5,1,0,0,12,3,21,0,0
976,18.25,0,0,0,12,25,43,0,0
977,5.5,0,0,0,12,35,53,0,0
978,6,1,0,0,12,14,32,0,0
979,5.44999980926514,1,0,0,12,18,36,0,0
980,5.82999992370605,1,0,0,12,46,64,1,0
981,14.4300003051758,0,0,0,12,27,45,1,0
982,6.73000001907349,1,0,0,12,12,30,1,0
983,12.5699996948242,0,1,1,12,28,46,0,0
984,5,0,0,0,12,6,24,0,0
985,8.39999961853027,0,1,0,14,30,50,1,0
986,4.69999980926514,1,0,0,11,1,18,0,0
987,10.25,1,0,0,12,11,29,0,0
988,12.4099998474121,0,0,1,12,8,26,0,0
989,5.44999980926514,1,0,0,12,39,57,0,0
990,48.0699996948242,0,0,0,20,37,63,1,0
991,19,1,0,1,14,14,34,0,0
992,8.86999988555908,0,0,0,14,25,45,0,0
993,7.5,0,0,0,12,10,28,0,0
994,10.3299999237061,1,0,0,12,42,60,1,0
995,10,0,0,0,18,20,44,0,0
996,10.1300001144409,1,0,0,16,2,24,1,0
997,14.6300001144409,0,0,0,16,30,52,1,0
998,11.6800003051758,1,0,0,12,19,37,1,0
999,12.5,0,0,0,14,9,29,1,0
1000,6.92000007629395,1,0,0,11,28,45,1,0
1001,13,0,0,0,16,5,27,0,0
1002,11.7700004577637,0,0,1,12,36,54,0,0
1003,6.5,1,1,0,12,7,25,0,1
1004,17.75,0,0,0,18,9,33,0,0
1005,9,1,0,0,14,10,30,0,0
1006,13,1,0,0,12,33,51,0,0
1007,13.4499998092651,0,0,0,16,12,34,1,0
1008,11,1,0,0,12,21,39,0,0
1009,7.55000019073486,0,0,0,16,9,31,0,0
1010,7,1,0,0,12,27,45,0,0
1011,20.2000007629395,0,0,0,16,29,51,1,0
1012,16.3500003814697,0,0,1,12,34,52,0,0
1013,13.460000038147,0,0,0,12,19,37,1,0
1014,12.5,0,0,0,12,29,47,1,0
1015,9.5,0,0,0,12,14,32,0,0
1016,20.1800003051758,0,0,0,18,17,41,1,0
1017,5,1,1,0,12,6,24,1,1
1018,5.25,1,0,0,12,6,24,0,0
1019,15,0,0,0,11,8,25,0,0
1020,4.25,0,0,0,16,16,38,0,0
1021,7.5,0,0,0,10,6,22,0,0
1022,15,0,0,0,12,34,52,0,0
1023,7.25,0,0,0,12,4,22,0,0
1024,18,0,0,1,12,6,24,0,0
1025,23.0799999237061,0,0,0,12,16,34,1,0
1026,9.97999954223633,0,0,0,12,16,34,0,0
1027,6,1,0,0,16,1,23,0,0
1028,6.34999990463257,1,0,0,12,21,39,0,0
1029,6.15000009536743,0,0,0,12,5,23,0,0
1030,13,0,0,1,12,21,39,0,0
1031,9.63000011444092,1,0,0,12,7,25,1,0
1032,14.3999996185303,1,0,0,12,18,36,0,0
1033,6.25,1,0,0,16,19,41,1,0
1034,10.9300003051758,1,0,0,12,17,35,1,0
1035,14.4399995803833,0,0,0,14,19,39,1,0
1036,6,0,0,0,12,5,23,0,0
1037,4.75,0,0,0,11,1,18,0,0
1038,22.7600002288818,0,0,0,16,14,36,1,0
1039,14.3999996185303,1,0,1,18,4,28,1,0
1040,5.75,1,1,0,16,18,40,0,1
1041,25.3999996185303,1,0,0,18,18,42,0,0
1042,15.75,1,0,0,12,9,27,1,0
1043,11,0,0,0,12,29,47,0,0
1044,6,1,0,1,12,3,21,0,0
1045,7.5,1,1,0,12,14,32,1,1
1046,13.6999998092651,0,1,0,14,27,47,0,0
1047,7.5,0,1,0,11,2,19,0,0
1048,7.19999980926514,1,1,0,12,16,34,1,1
1049,9,0,1,0,12,3,21,1,0
1050,17,0,0,1,12,38,56,0,0
1051,4.75,0,0,0,12,42,60,0,0
1052,5.59999990463257,0,0,0,12,7,25,0,0
1053,9.5600004196167,1,0,0,12,34,52,0,0
1054,12.1999998092651,0,0,1,12,21,39,0,0
1055,12.5,0,0,0,20,8,34,1,0
1056,27.2000007629395,0,0,1,16,23,45,1,0
1057,29.9699993133545,0,0,1,18,22,46,1,0
1058,9,0,0,0,18,36,60,0,0
1059,7.73999977111816,0,0,0,12,14,32,0,0
1060,22.2199993133545,1,0,1,20,4,30,0,0
1061,13.6499996185303,0,0,0,12,17,35,0,0
1062,4.84999990463257,1,0,0,12,2,20,0,0
1063,12.9799995422363,1,0,0,16,26,48,1,0
1064,5,1,0,0,12,38,56,0,0
1065,16,0,0,0,12,22,40,0,0
1066,11.25,1,0,0,16,4,26,1,0
1067,6.5,0,1,0,9,11,26,0,0
1068,6.19999980926514,1,0,0,12,1,19,0,0
1069,5,1,0,0,12,23,41,0,0
1070,6.94000005722046,1,0,0,11,22,39,1,0
1071,50,1,0,0,10,36,52,0,0
1072,10.8400001525879,0,0,0,12,11,29,1,0
1073,34.9599990844727,0,0,0,20,20,46,1,0
1074,5.90000009536743,1,1,0,12,13,31,0,1
1075,4.40000009536743,1,1,0,10,17,33,0,1
1076,6,0,0,0,12,22,40,0,0
1077,13,0,0,0,10,29,45,0,0
1078,5.69999980926514,1,0,0,11,1,18,0,0
1079,8.64999961853027,0,0,0,16,13,35,1,0
1080,7.44999980926514,1,0,0,12,30,48,0,0
1081,14.0699996948242,0,0,0,12,23,41,1,0
1082,6,0,0,0,14,3,23,0,0
1083,9.93000030517578,0,1,1,12,13,31,0,0
1084,12.1999998092651,1,1,0,16,33,55,0,1
1085,7.07999992370605,1,0,0,14,20,40,0,0
1086,8.97999954223633,1,0,0,12,16,34,1,0
1087,13.4499998092651,0,0,0,16,4,26,1,0
1088,5.75,1,0,0,12,5,23,0,0
1089,5.05000019073486,0,0,0,16,17,39,1,0
1090,13.1999998092651,1,0,0,16,15,37,1,0
1091,31.25,0,0,0,14,20,40,1,0
1092,5.75,0,0,0,11,5,22,1,0
1093,6.5,1,0,0,16,1,23,0,0
1094,6.25,1,1,1,14,17,37,1,1
1095,18.75,0,1,1,12,26,44,1,0
1096,5.30000019073486,1,1,0,12,20,38,0,1
1097,2.07999992370605,1,1,0,12,9,27,1,1
1098,9,0,1,0,12,5,23,0,0
1099,11.75,0,0,0,16,10,32,1,0
1100,8.07999992370605,1,0,1,12,24,42,0,0
1101,9,0,0,0,12,18,36,0,0
1102,10,0,0,0,16,26,48,0,0
1103,7.69999980926514,0,0,0,12,6,24,1,0
1104,9,1,1,0,12,30,48,0,1
1105,8,0,1,1,12,6,24,0,0
1106,18,0,0,1,12,17,35,0,0
1107,11.25,0,1,1,12,9,27,1,0
1108,7.5,0,0,0,12,8,26,0,0
1109,7,1,1,0,10,37,53,0,1
1110,7.96999979019165,1,1,0,12,15,33,0,1
1111,8.6899995803833,1,0,0,12,21,39,0,0
1112,12.3800001144409,1,0,0,14,13,33,0,0
1113,18.9699993133545,0,0,0,12,14,32,1,0
1114,4.25,1,0,0,12,5,23,0,0
1115,11,1,0,0,14,27,47,0,0
1116,4.34999990463257,0,1,0,12,4,22,0,0
1117,5.5,1,0,0,12,37,55,0,0
1118,2.77999997138977,1,0,0,0,40,46,1,0
1119,11,0,0,0,14,28,48,0,0
1120,10.6999998092651,1,0,0,12,12,30,1,0
1121,14.1700000762939,0,0,0,14,31,51,1,0
1122,4.75,1,0,0,0,39,45,0,0
1123,24.0300006866455,0,0,0,20,7,33,1,0
1124,8,1,0,0,14,3,23,0,0
1125,9.81999969482422,1,0,0,18,26,50,1,0
1126,3.83999991416931,1,0,0,16,27,49,1,0
1127,3.83999991416931,1,0,0,16,12,34,1,0
1128,6.90999984741211,0,0,0,12,24,42,0,0
1129,5,0,1,0,9,3,18,0,0
1130,15,0,0,0,12,24,42,0,0
1131,5.75,1,0,0,12,22,40,0,0
1132,13.8000001907349,1,0,0,12,8,26,0,0
1133,16,1,0,0,12,22,40,1,0
1134,11.25,0,1,0,16,4,26,1,0
1135,19,0,0,0,12,21,39,0,0
1136,9.5,1,0,0,12,17,35,1,0
1137,5.75,1,0,0,12,22,40,0,0
1138,9.5,1,0,1,12,10,28,0,0
1139,14,0,0,0,12,19,37,0,0
1140,19.2299995422363,0,0,0,7,32,45,1,0
1141,17.5,1,0,0,12,5,23,1,0
1142,10,1,0,0,12,13,31,0,0
1143,5.5,1,0,0,12,23,41,0,0
1144,7,1,1,0,12,4,22,0,1
1145,8,0,0,0,12,5,23,0,0
1146,7,1,0,0,16,11,33,0,0
1147,8,0,0,0,12,3,21,1,0
1148,4.25,1,1,0,12,23,41,0,1
1149,13.75,0,0,0,16,17,39,1,0
1150,11,0,1,0,12,15,33,0,0
1151,4.5,1,1,0,12,27,45,0,1
1152,7.5,0,0,0,12,16,34,1,0
1153,31.4699993133545,0,0,0,12,20,38,1,0
1154,8,1,0,0,12,30,48,0,0
1155,38.75,1,0,0,16,7,29,1,0
1156,9.25,0,0,0,12,21,39,0,0
1157,14,0,0,0,10,23,39,0,0
1158,8,0,0,0,12,13,31,0,0
1159,11.0500001907349,1,0,0,14,31,51,1,0
1160,7,1,0,0,12,25,43,0,0
1161,4.5,1,0,0,12,3,21,0,0
1162,6.40000009536743,1,0,0,16,1,23,1,0
1163,14.5,0,0,0,12,17,35,0,0
1164,5,1,0,0,12,16,34,0,0
1165,7.25,1,0,0,12,2,20,0,0
1166,10,1,0,1,12,19,37,0,0
1167,2.11999988555908,1,0,0,10,25,41,0,0
1168,6.90000009536743,1,0,0,12,19,37,0,0
1169,13.5,1,0,0,20,3,29,0,0
1170,2.90000009536743,1,0,1,12,23,41,1,0
1171,7.65000009536743,1,0,0,12,13,31,0,0
1172,15,1,0,0,18,35,59,0,0
1173,20,0,0,0,16,4,26,0,0
1174,7.69999980926514,1,0,0,12,21,39,0,0
1175,11,0,0,0,12,15,33,0,0
1176,7,1,0,0,12,16,34,0,0
1177,9,0,0,1,12,12,30,0,0
1178,7.69000005722046,0,0,0,12,12,30,0,0
1179,13,1,0,0,14,12,32,0,0
1180,8.4399995803833,1,0,0,12,32,50,0,0
1181,16.1599998474121,1,0,1,16,17,39,1,0
1182,12,1,0,0,18,3,27,0,0
1183,8.14999961853027,1,1,0,12,39,57,0,1
1184,6.96999979019165,1,0,1,9,32,47,0,0
